/file/	C:\Users\Федор\Desktop\Ю4-6_ЭН\Ю4-6_РД_ЭН_План наружного освещения.dwg
//HANDLE	NAME_BLOCK	NAME_INSIDE	LAYER	POINT	ANGLE	Массштаб	Distance1	Angle1	Position1 X	Position1 Y	H_Text	Angle2	N_PYLON	GROUP	POWER	TYPE	NAME	MANUFACTURER	SPECIFICATION_SECTION
E8B8E	ЭО_Опора_1_свет	*U200	ЭО_Пл_Светильники	(1.0334e+008 1.04978e+008 0.0)	0	1:500	625.0	1.57075	1500.0	0.0418858	1000.0	-963.322	2936.49					Светотехническое оборудование	80Вт
E8ADC	ЭО_Опора_1_свет	*U200	ЭО_Пл_Светильники	(1.03316e+008 1.04978e+008 0.0)	0	1:500	625.0	1.57075	1500.0	0.0418858	1000.0	-963.322	2936.49					Светотехническое оборудование	80Вт
E8AC0	ЭО_Опора_1_свет	*U199	ЭО_Пл_Светильники	(1.03316e+008 1.04978e+008 0.0)	0	1:500	625.0	5.32459	1500.0	574.667	-818.388	-699.09	-3825.29					Светотехническое оборудование	60Вт
E8A59	ЭО_Опора_1_свет	*U198	ЭО_Пл_Светильники	(1.03293e+008 1.04974e+008 0.0)	0	1:500	625.0	1.57075	1500.0	0.0418858	1000.0	-1474.81	2886.08					Светотехническое оборудование	80Вт
E8A3D	ЭО_Опора_1_свет	*U197	ЭО_Пл_Светильники	(1.03293e+008 1.04974e+008 0.0)	0	1:500	625.0	3.14123	1500.0	-1000.0	0.364717	-6045.69	-2205.71					Светотехническое оборудование	60Вт
E890A	ЭО_Опора_1_свет	*U196	ЭО_Пл_Светильники	(1.03293e+008 1.04958e+008 0.0)	0	1:500	625.0	0.00708966	1500.0	999.975	7.0896	1820.91	-2509.55					Светотехническое оборудование	80Вт
E88EE	ЭО_Опора_1_свет	*U378	ЭО_Пл_Светильники	(1.03293e+008 1.04958e+008 0.0)	0	1:500	625.0	3.14123	1500.0	-1000.0	0.364717	-5055.66	-2425.38					Светотехническое оборудование	60Вт
E8781	ЭО_Опора_1_свет	*U377	ЭО_Пл_Светильники	(1.03253e+008 1.04904e+008 0.0)	0	1:500	625.0	3.75903	1500.0	-815.367	-578.944	-3809.66	-3426.53					Светотехническое оборудование	80Вт
E8765	ЭО_Опора_1_свет	*U195	ЭО_Пл_Светильники	(1.03263e+008 1.04884e+008 0.0)	0	1:500	625.0	3.85291	1500.0	-757.501	-652.835	-5728.58	-3716.34					Светотехническое оборудование	80Вт
E8699	ЭО_Опора_1_свет	*U193	ЭО_Пл_Светильники	(1.03238e+008 1.04922e+008 0.0)	0	1:500	625.0	1.57082	1500.0	-0.0256004	1000.0	460.889	2700.97					Светотехническое оборудование	80Вт
E867D	ЭО_Опора_1_свет	*U192	ЭО_Пл_Светильники	(1.03238e+008 1.04922e+008 0.0)	0	1:500	625.0	3.13156	1500.0	-999.95	10.0368	-4630.62	-3917.8					Светотехническое оборудование	80Вт
E8661	ЭО_Опора_1_свет	*U134	ЭО_Пл_Светильники	(1.03238e+008 1.04942e+008 0.0)	0	1:500	625.0	1.57081	1500.0	-0.0185392	1000.0	-1139.63	2807.66					Светотехническое оборудование	60Вт
E8645	ЭО_Опора_1_свет	*U128	ЭО_Пл_Светильники	(1.03238e+008 1.04942e+008 0.0)	0	1:500	625.0	4.7165	1500.0	4.11567	-999.992	-1592.74	-4071.61					Светотехническое оборудование	80Вт
E85CA	ЭО_Опора_1_свет	*U128	ЭО_Пл_Светильники	(1.03329e+008 1.05005e+008 0.0)	0	1:500	625.0	4.7165	1500.0	4.11567	-999.992	-1592.74	-4071.61					Светотехническое оборудование	80Вт
E8570	ЭО_Опора_1_свет	*U191	ЭО_Пл_Светильники	(1.03329e+008 1.05005e+008 0.0)	0	1:500	625.0	0.000838122	1500.0	1000.0	0.838122	2812.46	-1797.84					Светотехническое оборудование	60Вт
E8509	ЭО_Опора_1_свет	*U415	ЭО_Пл_Светильники	(1.03388e+008 1.05005e+008 0.0)	0	1:500	625.0	3.14605	1500.0	-999.99	-4.46019	-7083.28	-2154.54					Светотехническое оборудование	60Вт
E84ED	ЭО_Опора_1_свет	*U570	ЭО_Пл_Светильники	(1.03388e+008 1.05005e+008 0.0)	0	1:500	625.0	4.7165	1500.0	4.11567	-999.992	-707.691	-4966.31					Светотехническое оборудование	80Вт
E8479	ЭО_Опора_1_свет	*U189	ЭО_Пл_Светильники	(1.03389e+008 1.04981e+008 0.0)	0	1:500	625.0	1.90241	1500.0	-325.566	945.519	-1139.63	2807.66					Светотехническое оборудование	60Вт
E845D	ЭО_Опора_1_свет	*U128	ЭО_Пл_Светильники	(1.03389e+008 1.04981e+008 0.0)	0	1:500	625.0	4.7165	1500.0	4.11567	-999.992	-1592.74	-4071.61					Светотехническое оборудование	60Вт
E8362	ЭО_Опора_1_свет	*U186	ЭО_Пл_Светильники	(1.03206e+008 1.04939e+008 0.0)	0	1:500	625.0	0.283024	1500.0	960.215	279.26	3367.47	197.364					Светотехническое оборудование	60Вт
E8346	ЭО_Опора_1_свет	*U187	ЭО_Пл_Светильники	(1.03206e+008 1.04939e+008 0.0)	0	1:500	625.0	3.84482	1500.0	-762.762	-646.68	-7006.64	-1304.2					Светотехническое оборудование	60Вт
E8200	ЭО_Опора_1_свет	*U184	ЭО_Пл_Светильники	(1.03157e+008 1.04999e+008 0.0)	3.14	1:500	625.0	2.4753	1500.0	-786.116	618.078	-3283.0	3343.97					Светотехническое оборудование	80Вт
E81E4	ЭО_Опора_1_свет	*U185	ЭО_Пл_Светильники	(1.03157e+008 1.04999e+008 0.0)	3.14	1:500	625.0	3.57106	1500.0	-909.186	-416.389	-3734.66	-1751.87					Светотехническое оборудование	80Вт
E813F	ЭО_Опора_1_свет	*U183	ЭО_Пл_Светильники	(1.03172e+008 1.05029e+008 0.0)	3.14	1:500	625.0	3.63893	1500.0	-878.856	-477.087	-3734.66	-1751.87					Светотехническое оборудование	80Вт
E8123	ЭО_Опора_1_свет	*U182	ЭО_Пл_Светильники	(1.03171e+008 1.04982e+008 0.0)	3.14	1:500	625.0	2.43985	1500.0	-763.717	645.551	-5512.35	2926.55					Светотехническое оборудование	80Вт
E80ED	ЭО_Опора_1_свет	*U180	ЭО_Пл_Светильники	(1.03187e+008 1.04962e+008 0.0)	3.14	1:500	625.0	3.14421	1500.0	-999.997	-2.61665	-5512.35	2926.55					Светотехническое оборудование	60Вт
E80D1	ЭО_Опора_1_свет	*U180	ЭО_Пл_Светильники	(1.03187e+008 1.0498e+008 0.0)	3.14	1:500	625.0	3.14421	1500.0	-999.997	-2.61665	-5512.35	2926.55					Светотехническое оборудование	60Вт
E80B5	ЭО_Опора_1_свет	*U180	ЭО_Пл_Светильники	(1.03187e+008 1.05005e+008 0.0)	3.14	1:500	625.0	3.14421	1500.0	-999.997	-2.61665	-5512.35	2926.55					Светотехническое оборудование	60Вт
E8099	ЭО_Опора_1_свет	*U180	ЭО_Пл_Светильники	(1.03187e+008 1.0503e+008 0.0)	3.14	1:500	625.0	3.14421	1500.0	-999.997	-2.61665	-5512.35	2926.55					Светотехническое оборудование	60Вт
E807D	ЭО_Опора_1_свет	*U180	ЭО_Пл_Светильники	(1.03187e+008 1.05055e+008 0.0)	3.14	1:500	625.0	3.14421	1500.0	-999.997	-2.61665	-5512.35	2926.55					Светотехническое оборудование	60Вт
E7FE0	ЭО_Опора_1_свет	*U134	ЭО_Пл_Светильники	(1.03238e+008 1.05005e+008 0.0)	0	1:500	625.0	1.57081	1500.0	-0.0185392	1000.0	-1139.63	2807.66					Светотехническое оборудование	60Вт
E7FC4	ЭО_Опора_1_свет	*U181	ЭО_Пл_Светильники	(1.03238e+008 1.05005e+008 0.0)	0	1:500	625.0	0.000802125	1500.0	1000.0	0.802125	2319.38	1154.92					Светотехническое оборудование	60Вт
E7E7C	ЭО_Опора_1_свет	*U177	ЭО_Пл_Светильники	(1.03213e+008 1.05075e+008 0.0)	3.14	1:500	625.0	4.66376	1500.0	-48.6072	-998.818	2478.4	991.384					Светотехническое оборудование	60Вт
E7E60	ЭО_Опора_1_свет	*U137	ЭО_Пл_Светильники	(1.03214e+008 1.05053e+008 0.0)	3.14	1:500	625.0	0.0393238	1500.0	999.227	39.3137	788.466	-1489.13					Светотехническое оборудование	60Вт
E7E44	ЭО_Опора_1_свет	*U137	ЭО_Пл_Светильники	(1.03214e+008 1.05029e+008 0.0)	3.14	1:500	625.0	0.0393238	1500.0	999.227	39.3137	788.466	-1489.13					Светотехническое оборудование	60Вт
E7DEA	ЭО_Опора_1_свет	*U176	ЭО_Пл_Светильники	(1.03214e+008 1.05005e+008 0.0)	3.14	1:500	625.0	6.28113	1500.0	999.998	-2.05418	788.466	-1489.13					Светотехническое оборудование	60Вт
E7DCE	ЭО_Опора_1_свет	*U137	ЭО_Пл_Светильники	(1.03214e+008 1.04981e+008 0.0)	3.14	1:500	625.0	0.0393238	1500.0	999.227	39.3137	788.466	-1489.13					Светотехническое оборудование	60Вт
E7DB2	ЭО_Опора_1_свет	*U137	ЭО_Пл_Светильники	(1.03214e+008 1.04958e+008 0.0)	3.14	1:500	625.0	0.0393238	1500.0	999.227	39.3137	788.466	-1489.13					Светотехническое оборудование	60Вт
E7D96	ЭО_Опора_1_свет	*U178	ЭО_Пл_Светильники	(1.03213e+008 1.05075e+008 0.0)	3.14	1:500	625.0	0.0393238	1500.0	999.227	39.3137	-2306.97	-2629.17					Светотехническое оборудование	60Вт
E7D7A	ЭО_Опора_1_свет	*U134	ЭО_Пл_Светильники	(1.03238e+008 1.04974e+008 0.0)	0	1:500	625.0	1.57081	1500.0	-0.0185392	1000.0	-1139.63	2807.66					Светотехническое оборудование	40Вт
E7D5E	ЭО_Опора_1_свет	*U128	ЭО_Пл_Светильники	(1.03238e+008 1.04974e+008 0.0)	0	1:500	625.0	4.7165	1500.0	4.11567	-999.992	-1592.74	-4071.61					Светотехническое оборудование	40Вт
E7D0A	ЭО_Опора_1_свет	*U134	ЭО_Пл_Светильники	(1.03238e+008 1.04958e+008 0.0)	0	1:500	625.0	1.57081	1500.0	-0.0185392	1000.0	-1139.63	2807.66					Светотехническое оборудование	40Вт
E7CEE	ЭО_Опора_1_свет	*U128	ЭО_Пл_Светильники	(1.03238e+008 1.04958e+008 0.0)	0	1:500	625.0	4.7165	1500.0	4.11567	-999.992	-1592.74	-4071.61					Светотехническое оборудование	40Вт
E7C94	ЭО_Опора_1_свет	*U175	ЭО_Пл_Светильники	(1.03293e+008 1.04942e+008 0.0)	0	1:500	625.0	2.47551	1500.0	-786.251	617.908	-5244.78	2220.38					Светотехническое оборудование	80Вт
E7C2D	ЭО_Опора_1_свет	*U134	ЭО_Пл_Светильники	(1.03261e+008 1.04942e+008 0.0)	0	1:500	625.0	1.57081	1500.0	-0.0185392	1000.0	-1139.63	2807.66					Светотехническое оборудование	60Вт
E7C11	ЭО_Опора_1_свет	*U174	ЭО_Пл_Светильники	(1.03261e+008 1.04942e+008 0.0)	0	1:500	625.0	5.63124	1500.0	794.908	-606.73	-1592.74	-4071.61					Светотехническое оборудование	80Вт
E7BF5	ЭО_Опора_1_свет	*U134	ЭО_Пл_Светильники	(1.03261e+008 1.04958e+008 0.0)	0	1:500	625.0	1.57081	1500.0	-0.0185392	1000.0	-1139.63	2807.66					Светотехническое оборудование	60Вт
E7BD9	ЭО_Опора_1_свет	*U128	ЭО_Пл_Светильники	(1.03261e+008 1.04958e+008 0.0)	0	1:500	625.0	4.7165	1500.0	4.11567	-999.992	-1592.74	-4071.61					Светотехническое оборудование	60Вт
E7BBD	ЭО_Опора_1_свет	*U134	ЭО_Пл_Светильники	(1.03261e+008 1.04974e+008 0.0)	0	1:500	625.0	1.57081	1500.0	-0.0185392	1000.0	-1139.63	2807.66					Светотехническое оборудование	60Вт
E7BA1	ЭО_Опора_1_свет	*U128	ЭО_Пл_Светильники	(1.03261e+008 1.04974e+008 0.0)	0	1:500	625.0	4.7165	1500.0	4.11567	-999.992	-1592.74	-4071.61					Светотехническое оборудование	60Вт
E7B85	ЭО_Опора_1_свет	*U134	ЭО_Пл_Светильники	(1.03261e+008 1.0499e+008 0.0)	0	1:500	625.0	1.57081	1500.0	-0.0185392	1000.0	-1139.63	2807.66					Светотехническое оборудование	60Вт
E7B69	ЭО_Опора_1_свет	*U128	ЭО_Пл_Светильники	(1.03261e+008 1.0499e+008 0.0)	0	1:500	625.0	4.7165	1500.0	4.11567	-999.992	-1592.74	-4071.61					Светотехническое оборудование	60Вт
E7B4D	ЭО_Опора_1_свет	*U134	ЭО_Пл_Светильники	(1.03261e+008 1.05005e+008 0.0)	0	1:500	625.0	1.57081	1500.0	-0.0185392	1000.0	-1139.63	2807.66					Светотехническое оборудование	60Вт
E7B31	ЭО_Опора_1_свет	*U128	ЭО_Пл_Светильники	(1.03261e+008 1.05005e+008 0.0)	0	1:500	625.0	4.7165	1500.0	4.11567	-999.992	-1592.74	-4071.61					Светотехническое оборудование	60Вт
E7B15	ЭО_Опора_1_свет	*U134	ЭО_Пл_Светильники	(1.03293e+008 1.05005e+008 0.0)	0	1:500	625.0	1.57081	1500.0	-0.0185392	1000.0	-1139.63	2807.66					Светотехническое оборудование	60Вт
E7AF9	ЭО_Опора_1_свет	*U128	ЭО_Пл_Светильники	(1.03293e+008 1.05005e+008 0.0)	0	1:500	625.0	4.7165	1500.0	4.11567	-999.992	-1592.74	-4071.61					Светотехническое оборудование	80Вт
E7ADD	ЭО_Опора_1_свет	*U162	ЭО_Пл_Светильники	(1.03258e+008 1.05089e+008 0.0)	3.14	1:500	625.0	1.252	1500.0	313.422	949.614	-2078.34	3967.06					Светотехническое оборудование	60Вт
E7AC1	ЭО_Опора_1_свет	*U163	ЭО_Пл_Светильники	(1.03258e+008 1.05089e+008 0.0)	3.14	1:500	625.0	4.27716	1500.0	-421.614	-906.775	-3264.81	-2447.86					Светотехническое оборудование	60Вт
E7AA5	ЭО_Опора_1_свет	*U166	ЭО_Пл_Светильники	(1.03236e+008 1.0508e+008 0.0)	3.14	1:500	625.0	4.35299	1500.0	-351.709	-936.11	455.511	-2308.95					Светотехническое оборудование	60Вт
E7A1B	ЭО_Опора_1_свет	*U164	ЭО_Пл_Светильники	(1.03289e+008 1.05103e+008 0.0)	0	1:500	625.0	0.00786924	1500.0	999.969	7.86916	1547.93	2788.33					Светотехническое оборудование	60Вт
E79FF	ЭО_Опора_1_свет	*U131	ЭО_Пл_Светильники	(1.03289e+008 1.05103e+008 0.0)	3.14	1:500	625.0	0.00307894	1500.0	999.995	3.07894	-7559.95	736.95					Светотехническое оборудование	60Вт
E79E3	ЭО_Опора_1_свет	*U136	ЭО_Пл_Светильники	(1.03289e+008 1.05103e+008 0.0)	3.14	1:500	625.0	4.71255	1500.0	0.163873	-1000.0	194.541	3132.54					Светотехническое оборудование	60Вт
E78DD	ЭО_Опора_1_свет	*U173	ЭО_Пл_Светильники	(1.03303e+008 1.05115e+008 0.0)	3.14	1:500	625.0	4.05546	1500.0	-610.687	-791.872	-4497.71	-2823.37					Светотехническое оборудование	60Вт
E78C1	ЭО_Опора_1_свет	*U180	ЭО_Пл_Светильники	(1.03303e+008 1.05034e+008 0.0)	3.14	1:500	625.0	3.14421	1500.0	-999.997	-2.61665	-5512.35	2926.55					Светотехническое оборудование	60Вт
E78A5	ЭО_Опора_1_свет	*U179	ЭО_Пл_Светильники	(1.03303e+008 1.05063e+008 0.0)	3.14	1:500	625.0	3.14421	1500.0	-999.997	-2.61665	-4968.19	2956.15					Светотехническое оборудование	60Вт
E7831	ЭО_Опора_1_свет	*U172	ЭО_Пл_Светильники	(1.03303e+008 1.05092e+008 0.0)	3.14	1:500	625.0	3.14421	1500.0	-999.997	-2.61665	-5311.79	2903.66					Светотехническое оборудование	60Вт
E7815	ЭО_Опора_1_свет	*U139	ЭО_Пл_Светильники	(1.0333e+008 1.0508e+008 0.0)	3.14	1:500	625.0	6.27986	1500.0	999.994	-3.32252	751.371	-1299.35					Светотехническое оборудование	60Вт
E7758	ЭО_Опора_1_свет	*U170	ЭО_Пл_Светильники	(1.03501e+008 1.04752e+008 0.0)	0	1:500	625.0	2.49066	1500.0	-795.517	605.931	-2732.9	-1837.9					Светотехническое оборудование	60Вт
E773C	ЭО_Опора_1_свет	*U169	ЭО_Пл_Светильники	(1.035e+008 1.04772e+008 0.0)	0	1:500	625.0	3.77927	1500.0	-803.482	-595.329	-6243.29	-177.499					Светотехническое оборудование	60Вт
E7720	ЭО_Опора_1_свет	*U169	ЭО_Пл_Светильники	(1.03486e+008 1.04792e+008 0.0)	0	1:500	625.0	3.77927	1500.0	-803.482	-595.329	-6243.29	-177.499					Светотехническое оборудование	60Вт
E7704	ЭО_Опора_1_свет	*U169	ЭО_Пл_Светильники	(1.03471e+008 1.04812e+008 0.0)	0	1:500	625.0	3.77927	1500.0	-803.482	-595.329	-6243.29	-177.499					Светотехническое оборудование	60Вт
E76E8	ЭО_Опора_1_свет	*U169	ЭО_Пл_Светильники	(1.03456e+008 1.04833e+008 0.0)	0	1:500	625.0	3.77927	1500.0	-803.482	-595.329	-6243.29	-177.499					Светотехническое оборудование	60Вт
E76CC	ЭО_Опора_1_свет	*U169	ЭО_Пл_Светильники	(1.03441e+008 1.04853e+008 0.0)	0	1:500	625.0	3.77927	1500.0	-803.482	-595.329	-6243.29	-177.499					Светотехническое оборудование	60Вт
E764B	ЭО_Опора_1_свет	*U169	ЭО_Пл_Светильники	(1.03427e+008 1.04873e+008 0.0)	0	1:500	625.0	3.77927	1500.0	-803.482	-595.329	-6243.29	-177.499					Светотехническое оборудование	60Вт
E762F	ЭО_Опора_1_свет	*U167	ЭО_Пл_Светильники	(1.03418e+008 1.04911e+008 570.131)	0	1:500	625.0	3.13065	1500.0	-999.94	10.9413	-4931.76	-2771.65					Светотехническое оборудование	60Вт
E7613	ЭО_Опора_1_свет	*U167	ЭО_Пл_Светильники	(1.03418e+008 1.04936e+008 0.0)	0	1:500	625.0	3.13065	1500.0	-999.94	10.9413	-4931.76	-2771.65					Светотехническое оборудование	60Вт
E75F7	ЭО_Опора_1_свет	*U167	ЭО_Пл_Светильники	(1.03416e+008 1.04961e+008 0.0)	0	1:500	625.0	3.13065	1500.0	-999.94	10.9413	-4931.76	-2771.65					Светотехническое оборудование	60Вт
E7583	ЭО_Опора_1_свет	*U168	ЭО_Пл_Светильники	(1.03414e+008 1.05158e+008 0.0)	0	1:500	625.0	3.13065	1500.0	-999.94	10.9413	-7583.13	-877.807					Светотехническое оборудование	60Вт
E7567	ЭО_Опора_1_свет	*U167	ЭО_Пл_Светильники	(1.03414e+008 1.05128e+008 0.0)	0	1:500	625.0	3.13065	1500.0	-999.94	10.9413	-4931.76	-2771.65					Светотехническое оборудование	60Вт
E754B	ЭО_Опора_1_свет	*U167	ЭО_Пл_Светильники	(1.03414e+008 1.05104e+008 0.0)	0	1:500	625.0	3.13065	1500.0	-999.94	10.9413	-4931.76	-2771.65					Светотехническое оборудование	60Вт
E752F	ЭО_Опора_1_свет	*U475	ЭО_Пл_Светильники	(1.03414e+008 1.05079e+008 0.0)	0	1:500	625.0	3.13065	1500.0	-999.94	10.9413	-6551.94	-1889.97					Светотехническое оборудование	60Вт
E7093	ЭО_Опора_1_свет	*U134	ЭО_Пл_Светильники	(1.03373e+008 1.05055e+008 0.0)	0	1:500	625.0	1.57081	1500.0	-0.0185392	1000.0	-1139.63	2807.66					Светотехническое оборудование	60Вт
E7077	ЭО_Опора_1_свет	*U128	ЭО_Пл_Светильники	(1.03373e+008 1.05055e+008 0.0)	0	1:500	625.0	4.7165	1500.0	4.11567	-999.992	-1592.74	-4071.61					Светотехническое оборудование	60Вт
E705B	ЭО_Опора_1_свет	*U134	ЭО_Пл_Светильники	(1.03373e+008 1.05041e+008 0.0)	0	1:500	625.0	1.57081	1500.0	-0.0185392	1000.0	-1139.63	2807.66					Светотехническое оборудование	60Вт
E703F	ЭО_Опора_1_свет	*U128	ЭО_Пл_Светильники	(1.03373e+008 1.05041e+008 0.0)	0	1:500	625.0	4.7165	1500.0	4.11567	-999.992	-1592.74	-4071.61					Светотехническое оборудование	60Вт
E6FEB	ЭО_Опора_1_свет	*U134	ЭО_Пл_Светильники	(1.03373e+008 1.05025e+008 0.0)	0	1:500	625.0	1.57081	1500.0	-0.0185392	1000.0	-1139.63	2807.66					Светотехническое оборудование	60Вт
E6FCF	ЭО_Опора_1_свет	*U128	ЭО_Пл_Светильники	(1.03373e+008 1.05025e+008 0.0)	0	1:500	625.0	4.7165	1500.0	4.11567	-999.992	-1592.74	-4071.61					Светотехническое оборудование	60Вт
E6FB3	ЭО_Опора_1_свет	*U134	ЭО_Пл_Светильники	(1.03373e+008 1.05005e+008 0.0)	0	1:500	625.0	1.57081	1500.0	-0.0185392	1000.0	-1139.63	2807.66					Светотехническое оборудование	60Вт
E6F97	ЭО_Опора_1_свет	*U128	ЭО_Пл_Светильники	(1.03373e+008 1.05005e+008 0.0)	0	1:500	625.0	4.7165	1500.0	4.11567	-999.992	-1592.74	-4071.61					Светотехническое оборудование	80Вт
E6F61	ЭО_Опора_1_свет	*U134	ЭО_Пл_Светильники	(1.03354e+008 1.05025e+008 0.0)	0	1:500	625.0	1.57081	1500.0	-0.0185392	1000.0	-1139.63	2807.66					Светотехническое оборудование	40Вт
E6F45	ЭО_Опора_1_свет	*U128	ЭО_Пл_Светильники	(1.03354e+008 1.05025e+008 0.0)	0	1:500	625.0	4.7165	1500.0	4.11567	-999.992	-1592.74	-4071.61					Светотехническое оборудование	40Вт
E6F29	ЭО_Опора_1_свет	*U134	ЭО_Пл_Светильники	(1.03354e+008 1.05005e+008 0.0)	0	1:500	625.0	1.57081	1500.0	-0.0185392	1000.0	-1139.63	2807.66					Светотехническое оборудование	40Вт
E6F0D	ЭО_Опора_1_свет	*U128	ЭО_Пл_Светильники	(1.03354e+008 1.05005e+008 0.0)	0	1:500	625.0	4.7165	1500.0	4.11567	-999.992	-1592.74	-4071.61					Светотехническое оборудование	80Вт
E6EF1	ЭО_Опора_1_свет	*U134	ЭО_Пл_Светильники	(1.03414e+008 1.04986e+008 0.0)	0	1:500	625.0	1.57081	1500.0	-0.0185392	1000.0	-1139.63	2807.66					Светотехническое оборудование	60Вт
E6ED5	ЭО_Опора_1_свет	*U128	ЭО_Пл_Светильники	(1.03414e+008 1.04986e+008 0.0)	0	1:500	625.0	4.7165	1500.0	4.11567	-999.992	-1592.74	-4071.61					Светотехническое оборудование	60Вт
D4179	ЭО_Опора_1_свет	*U164	ЭО_Пл_Светильники	(1.03399e+008 1.05146e+008 0.0)	0	1:500	625.0	0.00786924	1500.0	999.969	7.86916	1547.93	2788.33					Светотехническое оборудование	60Вт
C407C	ЭО_Опора_1_свет	*U150	ЭО_Пл_Светильники	(1.03547e+008 1.04986e+008 0.0001628)	0	1:500	625.0	1.57867	1500.0	-7.87629	999.969	-1198.2	2607.24					Светотехническое оборудование	40Вт
C4042	ЭО_Опора_1_свет	*U151	ЭО_Пл_Светильники	(1.03547e+008 1.04986e+008 0.0001628)	0	1:500	625.0	4.71746	1500.0	5.06956	-999.987	-1615.73	-4372.29					Светотехническое оборудование	40Вт
B5B25	ЭО_Опора_1_свет	*U550	ЭО_Пл_Светильники	(1.0337e+008 1.05134e+008 0.0)	3.14	1:500	625.0	1.17849	1500.0	382.324	924.028	-2078.34	3967.06					Светотехническое оборудование	60Вт
A8ADA	ЭО_Опора_1_свет	*U132	ЭО_Пл_Светильники	(1.0345e+008 1.05163e+008 0.0)	0	1:500	625.0	3.14647	1500.0	-999.988	-4.88194	-7041.6	-734.641					Светотехническое оборудование	60Вт
A8AA0	ЭО_Опора_1_свет	*U145	ЭО_Пл_Светильники	(1.0345e+008 1.05138e+008 0.0)	0	1:500	625.0	3.14252	1500.0	-1000.0	-0.931786	-7343.03	-943.668					Светотехническое оборудование	60Вт
A8A66	ЭО_Опора_1_свет	*U144	ЭО_Пл_Светильники	(1.0345e+008 1.05113e+008 0.0)	0	1:500	625.0	3.14391	1500.0	-999.997	-2.31755	-7653.4	-735.14					Светотехническое оборудование	60Вт
A8A2C	ЭО_Опора_1_свет	*U143	ЭО_Пл_Светильники	(1.0345e+008 1.05088e+008 0.0)	0	1:500	625.0	3.14266	1500.0	-999.999	-1.06962	-7555.76	-536.821					Светотехническое оборудование	60Вт
A89F2	ЭО_Опора_1_свет	*U142	ЭО_Пл_Светильники	(1.0345e+008 1.05063e+008 0.0)	0	1:500	625.0	3.1417	1500.0	-1000.0	-0.102397	-7575.43	-840.094					Светотехническое оборудование	60Вт
A8973	ЭО_Опора_1_свет	*U154	ЭО_Пл_Светильники	(1.03525e+008 1.04986e+008 0.0)	0	1:500	625.0	1.57138	1500.0	-0.584653	1000.0	-1589.15	2510.88					Светотехническое оборудование	40Вт
A8939	ЭО_Опора_1_свет	*U153	ЭО_Пл_Светильники	(1.03525e+008 1.04986e+008 0.0)	0	1:500	625.0	4.7194	1500.0	7.00649	-999.975	-1682.6	-3981.83					Светотехническое оборудование	40Вт
A8919	ЭО_Опора_1_свет	*U160	ЭО_Пл_Светильники	(1.035e+008 1.04986e+008 0.0)	0	1:500	625.0	1.56541	1500.0	5.38836	999.985	-1441.6	2660.57					Светотехническое оборудование	40Вт
A88DF	ЭО_Опора_1_свет	*U161	ЭО_Пл_Светильники	(1.035e+008 1.04986e+008 0.0)	0	1:500	625.0	4.70659	1500.0	-5.79509	-999.983	-1836.84	-4080.59					Светотехническое оборудование	40Вт
A88BC	ЭО_Опора_1_свет	*U158	ЭО_Пл_Светильники	(1.03475e+008 1.04986e+008 0.0)	0	1:500	625.0	1.56948	1500.0	1.31589	999.999	-2020.83	2600.96					Светотехническое оборудование	40Вт
A8882	ЭО_Опора_1_свет	*U159	ЭО_Пл_Светильники	(1.03475e+008 1.04986e+008 0.0)	0	1:500	625.0	4.71077	1500.0	-1.61597	-999.999	-2411.82	-4190.05					Светотехническое оборудование	40Вт
A8822	ЭО_Опора_1_свет	*U134	ЭО_Пл_Светильники	(1.0345e+008 1.04986e+008 0.0)	0	1:500	625.0	1.57081	1500.0	-0.0185392	1000.0	-1139.63	2807.66					Светотехническое оборудование	40Вт
A87BA	ЭО_Опора_1_свет	*U133	ЭО_Пл_Светильники	(1.0345e+008 1.05039e+008 0.0)	0	1:500	625.0	3.14734	1500.0	-999.984	-5.74445	-7429.81	-576.666					Светотехническое оборудование	60Вт
A86DA	ЭО_Опора_1_свет	*U167	ЭО_Пл_Светильники	(1.03414e+008 1.05055e+008 0.0)	0	1:500	625.0	3.13065	1500.0	-999.94	10.9413	-4931.76	-2771.65					Светотехническое оборудование	60Вт
A8007	ЭО_Опора_1_свет	*U131	ЭО_Пл_Светильники	(1.03399e+008 1.05146e+008 0.0)	3.14	1:500	625.0	0.00307894	1500.0	999.995	3.07894	-7559.95	736.95					Светотехническое оборудование	60Вт
A76FF	ЭО_Опора_1_свет	*U136	ЭО_Пл_Светильники	(1.03399e+008 1.05146e+008 0.0)	3.14	1:500	625.0	4.71255	1500.0	0.163873	-1000.0	194.541	3132.54					Светотехническое оборудование	60Вт
A76C5	ЭО_Опора_1_свет	*U163	ЭО_Пл_Светильники	(1.0337e+008 1.05134e+008 0.0)	3.14	1:500	625.0	4.27716	1500.0	-421.614	-906.775	-3264.81	-2447.86					Светотехническое оборудование	60Вт
A768B	ЭО_Опора_1_свет	*U166	ЭО_Пл_Светильники	(1.03347e+008 1.05125e+008 0.0)	3.14	1:500	625.0	4.35299	1500.0	-351.709	-936.11	455.511	-2308.95					Светотехническое оборудование	60Вт
A75FE	ЭО_Опора_1_свет	*U130	ЭО_Пл_Светильники	(1.0333e+008 1.0513e+008 0.0)	3.14	1:500	625.0	1.10189	1500.0	451.915	892.061	-5825.27	2211.4					Светотехническое оборудование	60Вт
